,LGA,State,Age_Group,ASFR,population
1,Aba North,Abia,15_19,0.041622119,42838.49219
2,Abadam,Borno,15_19,0.196231554,4245.392372
3,Abaji,Federal Capital Territory,15_19,0.120914187,10140.89789
4,Abak,Akwa Ibom,15_19,0.058821404,16599.67773
5,Abakalik,Ebonyi,15_19,0.073952915,15978.57739
6,Abeokuta South,Ogun,15_19,0.056233279,14756.3291
7,AbeokutaNorth,Ogun,15_19,0.055944562,16799.79828
8,Abi,Cross River,15_19,0.091065474,11761.10522
9,Aboh-Mba,Imo,15_19,0.069485054,5846.520508
10,Abua/Odu,Rivers,15_19,0.031467291,22363.15759
11,AbujaMun,Federal Capital Territory,15_19,0.049159314,115703.6729
12,Adavi,Kogi,15_19,0.049123777,9113.594116
13,Ado,Benue,15_19,0.112040688,13483.10645
14,Ado-Ekiti,Ekiti,15_19,0.085837512,33651.74341
15,AdoOdo/Ota,Ogun,15_19,0.021995961,31849.28125
16,Afijio,Oyo,15_19,0.060087759,12947.79877
17,Afikpo,Ebonyi,15_19,0.070075675,14446.41357
18,AfikpoSo,Ebonyi,15_19,0.094119614,13173.96313
19,Agaie,Niger,15_19,0.139393127,10484.8472
20,Agatu,Benue,15_19,0.133054522,9386.535309
21,Aguata,Anambra,15_19,0.057319673,37759.63867
22,Agwara,Niger,15_19,0.086352924,4935.104904
23,Ahizu-Mb,Imo,15_19,0.057448237,14458.28125
24,Ahoada East,Rivers,15_19,0.047600833,15069.31812
25,Ahoada West,Rivers,15_19,0.025715546,22777.05762
26,Ajaokuta,Kogi,15_19,0.052259757,9820.671783
27,Ajingi,Kano,15_19,0.160333633,11209.48163
28,Akamkpa,Cross River,15_19,0.160555791,15185.71355
29,Akinyele,Oyo,15_19,0.059222805,11245.77057
30,Akko,Gombe,15_19,0.119975574,37416.56364
31,Akoko-Ed,Edo,15_19,0.0659055,25393.04419
32,Akoko North-East,Ondo,15_19,0.077198126,19892.15552
33,Akoko South-East,Ondo,15_19,0.079606426,6042.687927
34,Akoko South-West,Ondo,15_19,0.098117634,19513.23999
35,AkokoNorthWest,Ondo,15_19,0.074114383,17771.10101
36,Akpabuyo,Cross River,15_19,0.069219403,25592.92508
37,Akukutor,Rivers,15_19,0.056455463,9360.565552
38,Akure North,Ondo,15_19,0.024541175,24698.29623
39,Akure South,Ondo,15_19,0.033961117,14863.39795
40,Akwanga,Nassarawa,15_19,0.100312233,9073.220764
41,Albasu,Kano,15_19,0.132920472,13052.91565
42,Aleiro,Kebbi,15_19,0.162441819,7170.28949
43,Alimosho,Lagos,15_19,0.009659117,18344.67578
44,Alkaleri,Bauchi,15_19,0.16261549,28692.1274
45,Amuwo Odofin,Lagos,15_19,0.011269921,144769.8838
46,Anambra East,Anambra,15_19,0.066130842,14853.38599
47,Anambra West,Anambra,15_19,0.082718355,12065.6181
48,Anaocha,Anambra,15_19,0.031530262,20886.18359
49,Aninri,Enugu,15_19,0.099936817,13511.22925
50,AniochaN,Delta,15_19,0.162607552,13692.13312
51,AniochaS,Delta,15_19,0.161325466,11031.78793
52,Anka,Zamfara,15_19,0.193103056,12013.74388
53,Ankpa,Kogi,15_19,0.121257798,19082.87186
54,Apa,Benue,15_19,0.088384796,7557.454132
55,Apapa,Lagos,15_19,0.014642068,31031.17188
56,Ardo-Kola,Taraba,15_19,0.078369017,8087.499889
57,Arewa,Kebbi,15_19,0.147074778,14029.71285
58,Argungu,Kebbi,15_19,0.113294093,14546.67181
59,Arochukw,Abia,15_19,0.077087141,10965.06128
60,Asa,Kwara,15_19,0.085885116,8029.47493
61,Asari-To,Rivers,15_19,0.017980116,15405.87549
62,Askira/U,Borno,15_19,0.087068068,12630.71725
63,Atakumosa East,Osun,15_19,0.028676755,7012.051697
64,Atakumosa West,Osun,15_19,0.038149968,13035.25446
65,Atiba,Oyo,15_19,0.073538065,11928.85419
66,Atisbo,Oyo,15_19,0.066328999,10232.85637
67,Augie,Kebbi,15_19,0.141326705,12551.6743
68,Auyo,Jigawa,15_19,0.090163793,14022.961
69,Awe,Nassarawa,15_19,0.112261933,9425.783264
70,Awgu,Enugu,15_19,0.069872827,13036.71948
71,AwkaNort,Anambra,15_19,0.144531754,12148.78693
72,AwkaSout,Anambra,15_19,0.083712755,23547.57617
73,Ayamelum,Anambra,15_19,0.110481357,12379.57648
74,Ayedaade,Osun,15_19,0.085960781,13702.5535
75,Ayedire,Osun,15_19,0.041967098,5793.481201
76,Babura,Jigawa,15_19,0.121346145,15283.98468
77,Badagary,Lagos,15_19,0.046913411,19046.66223
78,Bade,Yobe,15_19,0.108678811,12190.92685
79,Bagudo,Kebbi,15_19,0.16303204,18709.30584
80,Bagwai,Kano,15_19,0.188875393,12846.79675
81,Bakori,Katsina,15_19,0.170245332,15787.91656
82,Bakura,Zamfara,15_19,0.15154852,15666.00541
83,Balanga,Gombe,15_19,0.174482885,15681.16599
84,Bali,Taraba,15_19,0.125196105,16229.96623
85,Bama,Borno,15_19,0.179348061,18964.31077
86,Barkin Ladi,Plateau,15_19,0.078221743,18861.83871
87,Baruten,Kwara,15_19,0.116187134,15570.27044
88,Bassa,Kogi,15_19,0.108725809,27720.35033
89,Bassa,Plateau,15_19,0.108725809,27720.35033
90,Batagarawa,Katsina,15_19,0.143814931,19688.70117
91,Batsari,Katsina,15_19,0.170652838,14540.12415
92,Bauchi,Bauchi,15_19,0.140289664,43052.91935
93,Baure,Katsina,15_19,0.126892783,11699.20959
94,Bayo,Borno,15_19,0.161520553,6099.18782
95,Bebeji,Kano,15_19,0.193515562,16762.53912
96,Bekwarra,Cross River,15_19,0.041370695,9805.626953
97,Bende,Abia,15_19,0.05167654,16661.66785
98,Biase,Cross River,15_19,0.142695561,12525.17712
99,Bichi,Kano,15_19,0.206753522,18972.3241
100,Bida,Niger,15_19,0.044540735,8146.650879
101,Billiri,Gombe,15_19,0.057520927,17667.44263
102,Bindawa,Katsina,15_19,0.2262183,10542.23218
103,Binji,Sokoto,15_19,0.179764778,7504.495026
104,Biriniwa,Jigawa,15_19,0.195546927,13506.61667
105,Birnin-G,Kaduna,15_19,0.143269574,21094.60086
106,Birnin-Magaji/Kiyaw,Zamfara,15_19,0.159176381,13851.74698
107,BirninKe,Kebbi,15_19,0.120200208,19433.61563
108,BirninKu,Jigawa,15_19,0.212509063,25844.08319
109,Biu,Borno,15_19,0.140673084,14463.87711
110,Bodinga,Sokoto,15_19,0.198934787,11603.94019
111,Bogoro,Bauchi,15_19,0.15088626,6468.146973
112,Boki,Cross River,15_19,0.106857435,16460.23362
113,Bokkos,Plateau,15_19,0.093665739,14872.62405
114,Boluwaduro,Osun,15_19,0.015279236,3843.258301
115,Bomadi,Delta,15_19,0.101317978,4987.908691
116,Bonny,Rivers,15_19,0.093364521,16541.14734
117,Borgu,Niger,15_19,0.125723514,13905.13885
118,Boripe,Osun,15_19,0.048492,7871.984375
119,Borsari,Yobe,15_19,0.151200098,8922.639915
120,Bosso,Niger,15_19,0.078918831,11919.69743
121,Brass,Bayelsa,15_19,0.099132884,15389.97462
122,Buji,Jigawa,15_19,0.228721382,6828.216797
123,Bukkuyum,Zamfara,15_19,0.1629455,15421.26697
124,Bungudu,Zamfara,15_19,0.121669273,26802.48965
125,Bunkure,Kano,15_19,0.167433507,17627.80957
126,Bunza,Kebbi,15_19,0.157408169,8164.116699
127,Buruku,Benue,15_19,0.113564011,13881.77994
128,Burutu,Delta,15_19,0.116658704,22804.26196
129,Bwari,Federal Capital Territory,15_19,0.039853237,39139.43929
130,Calabar,Cross River,15_19,0.087232418,17166.56934
131,Calabar South,Cross River,15_19,0.120495394,6035.101074
132,Chanchaga,Niger,15_19,0.021114249,17705.44531
133,Charanchi,Katsina,15_19,0.244093849,10421.31628
134,Chibok,Borno,15_19,0.139072325,4637.455635
135,Chikun,Kaduna,15_19,0.121047491,48673.70908
136,Dala,Kano,15_19,0.020402744,59063.08203
137,Damaturu,Yobe,15_19,0.18664151,8333.918758
138,Damban,Bauchi,15_19,0.134223305,12344.39871
139,Dambatta,Kano,15_19,0.14386961,16790.94714
140,Damboa,Borno,15_19,0.163118227,17788.36086
141,Dandi,Kebbi,15_19,0.130831368,11404.1637
142,Dandume,Katsina,15_19,0.141017482,11239.78088
143,Dange-Shuni,Sokoto,15_19,0.128838009,11844.79189
144,Danja,Katsina,15_19,0.260892709,5885.590759
145,Danko Wasagu,Kebbi,15_19,0.142722825,21699.11334
146,Danmusa,Katsina,15_19,0.12809853,8360.901855
147,Darazo,Bauchi,15_19,0.158700931,20058.67029
148,Dass,Bauchi,15_19,0.144412728,7143.217987
149,Daura,Katsina,15_19,0.141082235,19468.90991
150,DawakinK,Kano,15_19,0.126105714,18876.73511
151,DawakinT,Kano,15_19,0.077546437,29754.97021
152,Degema,Rivers,15_19,0.03709135,20314.20984
153,Dekina,Kogi,15_19,0.189330779,20504.17194
154,Demsa,Adamawa,15_19,0.078115532,10301.44635
155,Dikwa,Borno,15_19,0.185839247,9328.173538
156,Doguwa,Kano,15_19,0.180872994,12949.32069
157,Doma,Nassarawa,15_19,0.082633842,10061.01189
158,Donga,Taraba,15_19,0.084225458,12023.67717
159,Dukku,Gombe,15_19,0.218260384,16863.13109
160,Dunukofia,Anambra,15_19,0.079322411,6007.359375
161,Dutse,Jigawa,15_19,0.191081527,19325.84451
162,Dutsi,Katsina,15_19,0.179969667,7239.977783
163,Dutsin-M,Katsina,15_19,0.149167408,13800.06665
164,Eastern Obolo,Akwa Ibom,15_19,0.071487906,5272.343506
165,Ebonyi,Ebonyi,15_19,0.113834311,15555.49817
166,Edati,Niger,15_19,0.070216751,10629.58472
167,Ede North,Osun,15_19,0.038716034,3169.247314
168,Ede South,Osun,15_19,0.034421963,9136.035034
169,Edu,Kwara,15_19,0.087399131,15606.44931
170,Efon,Ekiti,15_19,0.037989676,8016.335938
171,EgbadoNorth,Ogun,15_19,0.060960796,13799.66344
172,EgbadoSouth,Ogun,15_19,0.097892476,8952.978516
173,Egbeda,Oyo,15_19,0.121538772,13615.83716
174,Egbedore,Osun,15_19,0.042472993,7143.108032
175,Egor,Edo,15_19,0.040704397,13717.77539
176,Ehime-Mb,Imo,15_19,0.11761488,16913.83154
177,Ejigbo,Osun,15_19,0.087484259,9990.122925
178,Ekeremor,Bayelsa,15_19,0.192242244,21187.59314
179,Eket,Akwa Ibom,15_19,0.06996043,12165.50049
180,Ekiti,Kwara,15_19,0.064936379,5143.468903
181,EkitiEas,Ekiti,15_19,0.06979304,10022.92065
182,EkitiSouth-West,Ekiti,15_19,0.054044477,8890.494629
183,EkitiWest,Ekiti,15_19,0.026989458,12920.68335
184,Ekwusigo,Anambra,15_19,0.043360617,8881.381836
185,Eleme,Rivers,15_19,0.091160712,26348.60254
186,Emuoha,Rivers,15_19,0.050196345,22667.14392
187,Emure/Ise/Orun,Ekiti,15_19,0.118802683,10973.77368
188,Enugu East,Enugu,15_19,0.037732048,31837.66187
189,Enugu North,Enugu,15_19,0.026222891,32485.75391
190,Epe,Lagos,15_19,0.074310117,21798.15637
191,EsanCent,Edo,15_19,0.057382613,9906.53833
192,EsanNort,Edo,15_19,0.054699635,6632.170532
193,EsanSout,Edo,15_19,0.096066249,15617.24112
194,EsanWest,Edo,15_19,0.09749854,10569.58325
195,Ese-Odo,Ondo,15_19,0.043719273,11803.8667
196,Esit Eket,Akwa Ibom,15_19,0.10220345,8817.775879
197,Essien-U,Akwa Ibom,15_19,0.044572106,15323.57617
198,Etche,Rivers,15_19,0.051030986,24800.81079
199,Ethiope West,Delta,15_19,0.040762212,12175.74072
200,EthiopeE,Delta,15_19,0.066397073,15026.91235
201,Eti-Osa,Lagos,15_19,0.017051552,14709.30078
202,EtimEkpo,Akwa Ibom,15_19,0.046488176,8549.143555
203,Etinan,Akwa Ibom,15_19,0.170149101,4409.905762
204,Etsako Central,Edo,15_19,0.06793032,5836.454742
205,EtsakoEa,Edo,15_19,0.076720271,14031.6954
206,EtsakoWe,Edo,15_19,0.045515703,16359.81818
207,Etung,Cross River,15_19,0.084483168,6165.705276
208,Ewekoro,Ogun,15_19,0.181571592,2750.122681
209,Ezeagu,Enugu,15_19,0.123528697,13665.91858
210,Ezinihit,Imo,15_19,0.026448286,9492.530273
211,Ezza North,Ebonyi,15_19,0.120483691,13997.14673
212,Ezza South,Ebonyi,15_19,0.026495986,5964.800781
213,Fakai,Kebbi,15_19,0.100558681,9294.727142
214,Faskari,Katsina,15_19,0.129188957,17443.06538
215,Fika,Yobe,15_19,0.150913004,12543.9057
216,Fufore,Adamawa,15_19,0.162602831,13542.20308
217,Funakaye,Gombe,15_19,0.205824558,18303.35149
218,Fune,Yobe,15_19,0.180229491,25245.27292
219,Funtua,Katsina,15_19,0.132810726,16409.76801
220,Gabasawa,Kano,15_19,0.106057272,17446.0921
221,Gada,Sokoto,15_19,0.145409977,18823.23412
222,Gagarawa,Jigawa,15_19,0.143869714,6030.285919
223,Gamawa,Bauchi,15_19,0.20220115,21359.20187
224,Gamjuwa,Bauchi,15_19,0.174669289,24373.24926
225,Ganye,Adamawa,15_19,0.109746659,12379.17222
226,Garki,Jigawa,15_19,0.098563496,11027.41748
227,Garko,Kano,15_19,0.19871946,5546.114014
228,Garum Mallam,Kano,15_19,0.181189411,7856.56311
229,Gashaka,Taraba,15_19,0.131428777,7057.409756
230,Gassol,Taraba,15_19,0.199770981,18564.94295
231,Gaya,Kano,15_19,0.170416527,21440.44708
232,Gbako,Niger,15_19,0.10240552,9186.294327
233,Gboko,Benue,15_19,0.068460529,32198.116
234,Gboyin,Ekiti,15_19,0.085839968,5571.677002
235,Geidam,Yobe,15_19,0.180587056,11842.69003
236,Gezawa,Kano,15_19,0.118146819,21140.50256
237,Giade,Bauchi,15_19,0.226108878,9519.953918
238,Girie,Adamawa,15_19,0.119898975,10172.50366
239,Giwa,Kaduna,15_19,0.162424072,28441.2957
240,Gokana,Rivers,15_19,0.014897433,15229.29102
241,Gombi,Adamawa,15_19,0.151235538,10937.60869
242,Goronyo,Sokoto,15_19,0.19373919,15565.93367
243,Gubio,Borno,15_19,0.206634017,12254.01575
244,Gudu,Sokoto,15_19,0.154862046,6857.83181
245,Gujba,Yobe,15_19,0.174348697,9017.592613
246,Gulani,Yobe,15_19,0.167565162,11117.18599
247,Guma,Benue,15_19,0.114276473,15563.67183
248,Gumel,Jigawa,15_19,0.131324355,7328.671021
249,Gummi,Zamfara,15_19,0.151000306,18507.13767
250,Gurara,Niger,15_19,0.099976903,12057.68106
251,Guri,Jigawa,15_19,0.107663075,8083.607513
252,Gusau,Zamfara,15_19,0.136281291,26392.19196
253,Guyuk,Adamawa,15_19,0.169005748,15290.11914
254,Guzamala,Borno,15_19,0.191308369,6662.211288
255,Gwadabaw,Sokoto,15_19,0.170827696,18785.03729
256,Gwagwala,Federal Capital Territory,15_19,0.066817868,30915.66345
257,Gwandu,Kebbi,15_19,0.139640693,11618.00211
258,Gwaram,Jigawa,15_19,0.191730991,22547.94136
259,Gwarzo,Kano,15_19,0.17975686,13827.22168
260,Gwer East,Benue,15_19,0.098973981,13106.67606
261,GwerWest,Benue,15_19,0.06717734,9915.612488
262,Gwiwa,Jigawa,15_19,0.136620293,9211.952393
263,Gwoza,Borno,15_19,0.170574411,22871.99051
264,Hadejia,Jigawa,15_19,0.077256547,10917.8418
265,Hawul,Borno,15_19,0.100742161,9967.867271
266,Hong,Adamawa,15_19,0.139705935,13102.55505
267,IbadanNorth-West,Oyo,15_19,0.058321325,24281.24805
268,IbadanSouth-West,Oyo,15_19,0.027682771,51255.44531
269,Ibaji,Kogi,15_19,0.108664335,13703.94955
270,Ibarapa Central,Oyo,15_19,0.054391666,7822.782166
271,Ibarapa East,Oyo,15_19,0.057056241,10186.48112
272,Ibarapa North,Oyo,15_19,0.05942404,9592.142319
273,Ibeju/Lekki,Lagos,15_19,0.055000859,8368.960144
274,Ibesikpo Asutan,Akwa Ibom,15_19,0.071895517,11243.99707
275,Ibi,Taraba,15_19,0.134329004,7160.258171
276,Ibiono Ibom,Akwa Ibom,15_19,0.045946556,13705.2627
277,Idanre,Ondo,15_19,0.082694837,12390.39119
278,Ideato South,Imo,15_19,0.005633983,14304.98438
279,IdeatoNo,Imo,15_19,0.034070843,13792.81201
280,Idemili North,Anambra,15_19,0.047032614,44107.44531
281,Ido,Oyo,15_19,0.050096627,7856.970512
282,Ido/Osi,Ekiti,15_19,0.036230325,22959.36182
283,Ifako/Ijaye,Lagos,15_19,0.009625199,69991.82031
284,Ife East,Osun,15_19,0.015856081,10265.72461
285,Ife North,Osun,15_19,0.027284816,21904.73454
286,Ife South,Osun,15_19,0.035641574,18459.52704
287,Ifedayo,Osun,15_19,0.039822555,2689.340332
288,Ifedore,Ondo,15_19,0.026694206,21645.60876
289,Ifelodun,Kwara,15_19,0.073586229,35043.86901
290,Ifelodun,Osun,15_19,0.073586229,35043.86901
291,Ifo,Ogun,15_19,0.089601259,42921.48401
292,Igabi,Kaduna,15_19,0.135309216,37980.73116
293,Igalamela-Odolu,Kogi,15_19,0.09871485,16976.08622
294,Igbo-Eti,Enugu,15_19,0.070566884,12161.23706
295,Igbo-eze North,Enugu,15_19,0.02483919,22631.29761
296,Igbo-eze South,Enugu,15_19,0.046529314,13266.45947
297,Igueben,Edo,15_19,0.043660415,6472.868103
298,Ihiala,Anambra,15_19,0.069472642,30758.14844
299,Ihitte/U,Imo,15_19,0.045864249,17274.56201
300,Ijebu North-East,Ogun,15_19,0.026065442,12477.95154
301,IjebuEast,Ogun,15_19,0.070975393,10916.22154
302,IjebuNorth,Ogun,15_19,0.061136239,23140.80865
303,Ijero,Ekiti,15_19,0.026277973,14075.35303
304,Ijumu,Kogi,15_19,0.085768734,10069.77612
305,Ika,Akwa Ibom,15_19,0.043549885,4068.892822
306,IkaNorth,Delta,15_19,0.19763793,11463.16034
307,Ikara,Kaduna,15_19,0.185071001,16825.38275
308,IkaSouth,Delta,15_19,0.174738337,16148.62616
309,Ikeduru,Imo,15_19,0.036524531,23752.4751
310,Ikeja,Lagos,15_19,0.020406019,94819.39063
311,Ikenne,Ogun,15_19,0.026500545,9498.291016
312,Ikere,Ekiti,15_19,0.049133451,16814.10522
313,Ikole,Ekiti,15_19,0.116985133,15627.35132
314,Ikom,Cross River,15_19,0.072990053,15593.12798
315,Ikono,Akwa Ibom,15_19,0.028346083,16542.43945
316,Ikorodu,Lagos,15_19,0.010322172,35178.62622
317,Ikot-Aba,Akwa Ibom,15_19,0.096863208,14071.93335
318,Ikot-Ekp,Akwa Ibom,15_19,0.004660439,11831.8623
319,Ikpoba-Okha,Edo,15_19,0.023913604,58625.7077
320,Ikwerre,Rivers,15_19,0.067045864,16241.4696
321,Ikwo,Ebonyi,15_19,0.090635407,18447.04541
322,Ikwuano,Abia,15_19,0.065335888,12645.92676
323,Ila,Osun,15_19,0.035408745,7421.576538
324,IlajeEseodo,Ondo,15_19,0.052450087,20807.70187
325,Ilejemeje,Ekiti,15_19,0.038092482,2792.594482
326,IleOluji/Okeigbo,Ondo,15_19,0.039662344,6374.293457
327,Ilesha East,Osun,15_19,0.035441074,8135.039063
328,Ilesha West,Osun,15_19,0.051807978,9038.302734
329,Illela,Sokoto,15_19,0.164447445,9454.946793
330,Ilorin East,Kwara,15_19,0.038710834,27431.35156
331,Ilorin South,Kwara,15_19,0.055251499,3291.238281
332,IlorinWe,Kwara,15_19,0.0826654,29835.25391
333,Imeko-Afon,Ogun,15_19,0.057463924,6633.905548
334,Ingawa,Katsina,15_19,0.210432529,12365.53326
335,Ini,Akwa Ibom,15_19,0.084930377,9810.514526
336,Ipokia,Ogun,15_19,0.080128727,11666.64807
337,Irele,Ondo,15_19,0.067306438,12316.05157
338,Irepo,Oyo,15_19,0.112706957,8399.79425
339,Irepodun,Kwara,15_19,0.050256572,23012.85352
340,Irepodun,Osun,15_19,0.050256572,23012.85352
341,Irepodun/Ifelodun,Ekiti,15_19,0.059272812,15208.99902
342,Irewole,Osun,15_19,0.134591647,16081.23022
343,Isa,Sokoto,15_19,0.143793548,11655.30669
344,Ise/Orun,Ekiti,15_19,0.0700245,7318.987427
345,Iseyin,Oyo,15_19,0.038345292,23154.58151
346,Ishielu,Ebonyi,15_19,0.078879707,14187.07861
347,Isi-Uzo,Enugu,15_19,0.052750695,13235.41937
348,Isiala Ngwa North,Abia,15_19,0.058495508,16039.04785
349,Isiala Ngwa South,Abia,15_19,0.060825542,11635.08423
350,IsialaMb,Imo,15_19,0.024237456,16695.86182
351,Isin,Kwara,15_19,0.060341237,4098.015991
352,Isokan,Osun,15_19,0.173838021,6303.843994
353,IsokoNor,Delta,15_19,0.052765841,9634.304932
354,IsokoSou,Delta,15_19,0.051407454,24306.61121
355,Isuikwua,Abia,15_19,0.095161982,10465.69727
356,Itas/Gad,Bauchi,15_19,0.144891766,17083.44611
357,Itesiwaju,Oyo,15_19,0.067721655,10473.40651
358,Itu,Akwa Ibom,15_19,0.081539984,9954.040283
359,Ivo,Ebonyi,15_19,0.049796488,11466.09082
360,Iwajowa,Oyo,15_19,0.0577771,10046.36994
361,Iwo,Osun,15_19,0.047925476,12650.28406
362,Izzi,Ebonyi,15_19,0.103267353,17970.13843
363,Jaba,Kaduna,15_19,0.111333327,14123.81934
364,Jada,Adamawa,15_19,0.166336781,10800.33997
365,Jahun,Jigawa,15_19,0.137084999,17869.71402
366,Jakusko,Yobe,15_19,0.189197573,20443.34555
367,Jalingo,Taraba,15_19,0.04777537,10659.05371
368,Jama'are,Bauchi,15_19,0.101978634,6595.098755
369,Jega,Kebbi,15_19,0.175391202,12170.54355
370,Jema'a,Kaduna,15_19,0.120309752,22087.91608
371,Jere,Borno,15_19,0.107921307,21308.35355
372,Jibia,Katsina,15_19,0.141255076,13086.32648
373,Jos East,Plateau,15_19,0.08209199,9083.933365
374,Jos North,Plateau,15_19,0.049353944,39836.93115
375,Jos South,Plateau,15_19,0.052681624,19668.98999
376,Kabba/Bu,Kogi,15_19,0.071562777,11991.21982
377,Kabo,Kano,15_19,0.147373045,12577.82422
378,Kachia,Kaduna,15_19,0.117542532,21280.96581
379,Kaduna North,Kaduna,15_19,0.038938939,44194.7168
380,KafinHau,Jigawa,15_19,0.107669438,16350.01123
381,Kafur,Katsina,15_19,0.162430174,14604.17212
382,Kaga,Borno,15_19,0.179889772,7722.324524
383,Kagarko,Kaduna,15_19,0.10741296,18164.22141
384,Kaiama,Kwara,15_19,0.114874896,9410.240042
385,Kaita,Katsina,15_19,0.168700204,11246.00513
386,Kajola,Oyo,15_19,0.079850597,16350.48822
387,Kajuru,Kaduna,15_19,0.147765854,8209.23233
388,Kala/Balge,Borno,15_19,0.189277024,4912.089546
389,Kalgo,Kebbi,15_19,0.139858257,6157.190826
390,Kaltungo,Gombe,15_19,0.113270729,13029.71014
391,Kanam,Plateau,15_19,0.168471405,13293.986
392,Kankara,Katsina,15_19,0.164548714,16645.95728
393,Kanke,Plateau,15_19,0.136021809,10536.01138
394,Kankiya,Katsina,15_19,0.203510271,13540.34155
395,Kano,Kano,15_19,0.050131295,47166.06641
396,Karasuwa,Yobe,15_19,0.102012599,5982.416916
397,Karaye,Kano,15_19,0.225337705,12655.44482
398,Karim-La,Taraba,15_19,0.135202221,15237.60395
399,Karu,Nassarawa,15_19,0.073270261,13973.23908
400,Katagum,Bauchi,15_19,0.190809532,29791.72864
401,Katcha,Niger,15_19,0.140205119,10090.02614
402,Katsina (Benue),Benue,15_19,0.135459451,18718.83572
403,Katsina (K),Katsina,15_19,0.108389395,13803.55273
404,Kaugama,Jigawa,15_19,0.138708062,9197.836761
405,Kaura,Kaduna,15_19,0.088685791,12107.85455
406,Kaura-Na,Zamfara,15_19,0.150740321,19538.4397
407,Kauru,Kaduna,15_19,0.159466337,16772.09995
408,Kazaure,Jigawa,15_19,0.118344076,13566.16663
409,Keana,Nassarawa,15_19,0.076630054,6660.470535
410,Kebbe,Sokoto,15_19,0.169269302,8765.548241
411,Keffi,Nassarawa,15_19,0.057655273,8397.254639
412,Khana,Rivers,15_19,0.066015659,31510.45776
413,Kibiya,Kano,15_19,0.178592648,13345.97998
414,Kirfi,Bauchi,15_19,0.1829791,11563.15952
415,KiriKasa,Jigawa,15_19,0.100974807,14081.89508
416,Kiru,Kano,15_19,0.207468343,17235.97491
417,Kiyawa,Jigawa,15_19,0.201552252,11619.15393
418,Koko/Bes,Kebbi,15_19,0.208465284,11756.98947
419,Kokona,Nassarawa,15_19,0.094797473,7708.263367
420,Kolokuma/Opokuma,Bayelsa,15_19,0.150027305,7261.982666
421,Konduga,Borno,15_19,0.092096614,26930.48664
422,Konshish,Benue,15_19,0.089847045,18474.97995
423,Kontogur,Niger,15_19,0.098543614,13061.28483
424,Kosofe,Lagos,15_19,0.040385147,81575.03125
425,Kotonkar,Kogi,15_19,0.088111953,9311.099541
426,Kubau,Kaduna,15_19,0.176098309,24403.49193
427,Kudan,Kaduna,15_19,0.247371081,11056.15918
428,Kuje,Federal Capital Territory,15_19,0.08872268,19493.45532
429,Kukawa,Borno,15_19,0.191183992,8058.979309
430,Kumbotso,Kano,15_19,0.032421486,31213.52344
431,Kunchi,Kano,15_19,0.245701628,10248.48401
432,Kura,Kano,15_19,0.166696386,7335.316162
433,Kurfi,Katsina,15_19,0.205204493,8154.603088
434,Kurmi,Taraba,15_19,0.126081982,7290.596939
435,Kusada,Katsina,15_19,0.23020665,6826.376953
436,Kwali,Federal Capital Territory,15_19,0.145773659,17786.27541
437,Kwami,Gombe,15_19,0.188454555,24355.09862
438,Kwande,Benue,15_19,0.116268349,19601.32649
439,Kware,Sokoto,15_19,0.097634915,35576.32715
440,Kwaya Kusar,Borno,15_19,0.123314469,4810.001617
441,Lafia,Nassarawa,15_19,0.093821393,27918.26748
442,Lagelu,Oyo,15_19,0.024861461,26214.19556
443,LagosIsland,Lagos,15_19,0.010592545,14423.88049
444,Lake Chad,Borno,15_19,0.195743069,12769.78234
445,Lamurde,Adamawa,15_19,0.172993736,9627.006165
446,Langtang North,Plateau,15_19,0.124300364,13579.81134
447,Langtang South,Plateau,15_19,0.119159523,7534.363022
448,Lapai,Niger,15_19,0.133572164,10964.3734
449,Lau,Taraba,15_19,0.103772332,8354.216064
450,Lavun,Niger,15_19,0.097695426,26972.25132
451,Lere,Kaduna,15_19,0.164566047,24061.69989
452,Logo,Benue,15_19,0.112381721,13477.43277
453,Lokoja,Kogi,15_19,0.073536318,16916.16697
454,Machina,Yobe,15_19,0.163149066,4272.094467
455,Madagali,Adamawa,15_19,0.149635666,7357.757706
456,Madobi,Kano,15_19,0.141044092,12735.22095
457,Mafa,Borno,15_19,0.175501884,8450.320892
458,Magama,Niger,15_19,0.126463346,15228.1113
459,Magumeri,Borno,15_19,0.176418847,10957.11359
460,Mai'Adua,Katsina,15_19,0.101978058,13604.63431
461,Maidugur,Borno,15_19,0.068178434,23731.49609
462,Maigatari,Jigawa,15_19,0.159532667,12414.92154
463,Maiha,Adamawa,15_19,0.229415788,9024.624359
464,Mainland,Lagos,15_19,0.009805447,99727.89063
465,Maiyama,Kebbi,15_19,0.184366912,11971.2253
466,Makarfi,Kaduna,15_19,0.221337293,13362.56409
467,Makoda,Kano,15_19,0.186247648,16451.41919
468,Makurdi,Benue,15_19,0.113255905,27957.91867
469,MalamMad,Jigawa,15_19,0.160088237,7964.587524
470,Malumfashi,Katsina,15_19,0.117888338,14914.71924
471,Mangu,Plateau,15_19,0.086694471,25895.24968
472,Mani,Katsina,15_19,0.181908187,18318.98352
473,Maradun,Zamfara,15_19,0.13885792,18339.94731
474,Mariga,Niger,15_19,0.16046609,16508.11753
475,Marte,Borno,15_19,0.18856731,9699.930717
476,Maru,Zamfara,15_19,0.14478543,23010.7394
477,Mashegu,Niger,15_19,0.12720396,18437.96041
