,LGA,State,Age_Group,ASFR,population
3401,Kukawa,Borno,35_39,0.174940079,3568.89983
3402,Kumbotso,Kano,35_39,0.204728323,13675.00293
3403,Kunchi,Kano,35_39,0.187479073,5089.836304
3404,Kura,Kano,35_39,0.161054451,3133.798462
3405,Kurfi,Katsina,35_39,0.203907667,3854.610474
3406,Kurmi,Taraba,35_39,0.121014017,3532.652833
3407,Kusada,Katsina,35_39,0.17175243,3239.389648
3408,Kwali,Federal Capital Territory,35_39,0.105212829,9415.840225
3409,Kwami,Gombe,35_39,0.199214539,10935.0889
3410,Kwande,Benue,35_39,0.126368589,8010.322662
3411,Kware,Sokoto,35_39,0.172829303,16926.76518
3412,Kwaya Kusar,Borno,35_39,0.160160832,1771.182846
3413,Lafia,Nassarawa,35_39,0.170418997,12186.81168
3414,Lagelu,Oyo,35_39,0.140494649,16062.10706
3415,LagosIsland,Lagos,35_39,0.126293313,10480.57574
3416,Lake Chad,Borno,35_39,0.192682584,5705.027241
3417,Lamurde,Adamawa,35_39,0.144589226,4497.400543
3418,Langtang North,Plateau,35_39,0.160080278,5446.701355
3419,Langtang South,Plateau,35_39,0.140066359,3351.716099
3420,Lapai,Niger,35_39,0.149278048,4769.773735
3421,Lau,Taraba,35_39,0.135262756,3901.126335
3422,Lavun,Niger,35_39,0.172356337,12961.58322
3423,Lere,Kaduna,35_39,0.169167095,10724.00407
3424,Logo,Benue,35_39,0.132608429,5904.296265
3425,Lokoja,Kogi,35_39,0.137654007,8469.616428
3426,Machina,Yobe,35_39,0.171623744,1988.217752
3427,Madagali,Adamawa,35_39,0.167635093,3342.872604
3428,Madobi,Kano,35_39,0.163592044,5635.976074
3429,Mafa,Borno,35_39,0.18376948,3978.70982
3430,Magama,Niger,35_39,0.176366876,6679.116898
3431,Magumeri,Borno,35_39,0.185498443,4429.480297
3432,Mai'Adua,Katsina,35_39,0.242941297,6540.630173
3433,Maidugur,Borno,35_39,0.116285709,11089.44336
3434,Maigatari,Jigawa,35_39,0.210778299,5749.606415
3435,Maiha,Adamawa,35_39,0.170126249,3892.756638
3436,Mainland,Lagos,35_39,0.099289793,64054.91797
3437,Maiyama,Kebbi,35_39,0.202790326,6082.364227
3438,Makarfi,Kaduna,35_39,0.212578428,5131.2547
3439,Makoda,Kano,35_39,0.211789887,8053.598999
3440,Makurdi,Benue,35_39,0.226440374,11349.92371
3441,MalamMad,Jigawa,35_39,0.193775746,3269.205566
3442,Malumfashi,Katsina,35_39,0.212641226,6431.748596
3443,Mangu,Plateau,35_39,0.126956256,10222.65318
3444,Mani,Katsina,35_39,0.177129813,8993.34845
3445,Maradun,Zamfara,35_39,0.172254411,8228.050781
3446,Mariga,Niger,35_39,0.177314434,6643.917685
3447,Marte,Borno,35_39,0.187225282,4513.30621
3448,Maru,Zamfara,35_39,0.189983001,9188.545986
3449,Mashegu,Niger,35_39,0.166261534,7066.126592
3450,Mashi,Katsina,35_39,0.198340492,5200.11351
3451,Matazu,Katsina,35_39,0.190520889,4063.23465
3452,Mayo-Bel,Adamawa,35_39,0.146393553,5953.888382
3453,Mbaitoli,Imo,35_39,0.124665451,5220.424805
3454,Mbo,Akwa Ibom,35_39,0.09034781,6805.53833
3455,Michika,Adamawa,35_39,0.171291125,5708.92099
3456,Miga,Jigawa,35_39,0.200341711,3604.306458
3457,Mikang,Plateau,35_39,0.1354321,2185.091019
3458,Minjibir,Kano,35_39,0.218394003,7191.578369
3459,Misau,Bauchi,35_39,0.152693574,7794.474243
3460,Mkpat Enin,Akwa Ibom,35_39,0.088485103,8339.424316
3461,Moba,Ekiti,35_39,0.145178984,1352.345093
3462,Mobbar,Borno,35_39,0.178855045,3977.394901
3463,Mokwa,Niger,35_39,0.153815282,10049.31196
3464,Monguno,Borno,35_39,0.189056365,2971.685089
3465,Mopa-Muro,Kogi,35_39,0.138674614,1795.824049
3466,Moro,Kwara,35_39,0.156583322,4753.033038
3467,Mubi North,Adamawa,35_39,0.164613952,5882.97403
3468,Mubi South,Adamawa,35_39,0.190597678,3096.943909
3469,Musawa,Katsina,35_39,0.203554912,5612.876617
3470,Muya,Niger,35_39,0.160714553,3276.093372
3471,Nafada,Gombe,35_39,0.185393981,4440.042427
3472,Nangere,Yobe,35_39,0.20715669,3995.540482
3473,Nasarawa,Nassarawa,35_39,0.150005692,7125.561399
3474,Nassarawa Egon,Nassarawa,35_39,0.172152069,5285.057243
3475,Ndokwa East,Delta,35_39,0.119543012,7019.351723
3476,Ndokwa West,Delta,35_39,0.082832103,4985.781464
3477,Nembe,Bayelsa,35_39,0.082101586,6805.69281
3478,Ngala,Borno,35_39,0.185201788,7514.053726
3479,Nganzai,Borno,35_39,0.189196374,3840.692268
3480,Ngaski,Kebbi,35_39,0.158783518,4416.612479
3481,Ngor-Okp,Imo,35_39,0.137062466,10756.06726
3482,Nguru,Yobe,35_39,0.163817497,5168.653622
3483,Ningi,Bauchi,35_39,0.186448131,13260.60866
3484,Njaba,Imo,35_39,0.117597834,11941.14453
3485,Njikoka,Anambra,35_39,0.10775556,7161.680664
3486,Nkanu East,Enugu,35_39,0.169650837,8789.614166
3487,Nkanu West,Enugu,35_39,0.096211413,11043.84802
3488,NnewiNort,Anambra,35_39,0.12009157,9070.845703
3489,NnewiSou,Anambra,35_39,0.111436907,11268.07227
3490,Nsit Atai,Akwa Ibom,35_39,0.08515927,4364.344116
3491,Nsit Ibom,Akwa Ibom,35_39,0.074715774,8118.864014
3492,Nsit Ubium,Akwa Ibom,35_39,0.083165588,10149.5116
3493,Nsukka,Enugu,35_39,0.120342519,11969.70819
3494,Numan,Adamawa,35_39,0.172828864,3116.95108
3495,Nwangele,Imo,35_39,0.134546752,9046.938477
3496,Obafemi-Owode,Ogun,35_39,0.128785942,15141.28745
3497,Obanliku,Cross River,35_39,0.123151675,6333.37838
3498,Obi,Benue,35_39,0.12829017,9080.245895
3499,Obi,Nassarawa,35_39,0.12829017,9080.245895
3500,Obio/Akp,Rivers,35_39,0.148441366,16093.66602
3501,Obokun,Osun,35_39,0.071962262,8880.615234
3502,Oboma Ngwa,Abia,35_39,0.162911692,2739.661499
3503,Obot Akara,Akwa Ibom,35_39,0.118696344,9603.707031
3504,Obowo,Imo,35_39,0.147877665,6180.026367
3505,Obubra,Cross River,35_39,0.178538811,8473.023361
3506,Obudu,Cross River,35_39,0.169164643,2646.405823
3507,Odeda,Ogun,35_39,0.13765266,3577.248306
3508,Odigbo,Ondo,35_39,0.104615109,10940.06053
3509,Odo0tin,Osun,35_39,0.097940524,5285.120728
3510,Odogbolu,Ogun,35_39,0.107039526,6656.026184
3511,Odukpani,Cross River,35_39,0.105781163,9617.7771
3512,Offa,Kwara,35_39,0.105405386,3916.352661
3513,Ofu,Kogi,35_39,0.133071244,7840.589035
3514,Ogba/Egbe,Rivers,35_39,0.149843591,13356.71176
3515,Ogbadibo,Benue,35_39,0.106145052,4094.737244
3516,Ogbaru,Anambra,35_39,0.10580975,6974.867981
3517,Ogbia,Bayelsa,35_39,0.085830526,11060.58673
3518,Ogbomosho North,Oyo,35_39,0.097696369,5146.561523
3519,Ogbomosho South,Oyo,35_39,0.096463154,7276.92334
3520,Ogo-Oluw,Oyo,35_39,0.152195505,3832.314056
3521,Ogoja,Cross River,35_39,0.115886219,10628.3797
3522,Ogori/Magongo,Kogi,35_39,0.121541253,1251.206909
3523,Ogu/Bolo,Rivers,35_39,0.048974395,6593.397949
3524,OgunWaterside,Ogun,35_39,0.118573759,3957.871048
3525,Oguta,Imo,35_39,0.118581514,10760.77368
3526,Ohafia Abia,Abia,35_39,0.115492828,10466.58716
3527,Ohaji/Eg,Imo,35_39,0.131282896,8924.563416
3528,Ohaozara,Ebonyi,35_39,0.175052957,7808.583618
3529,Ohaukwu,Ebonyi,35_39,0.090423647,7219.408875
3530,Ohimini,Benue,35_39,0.148553133,2003.290817
3531,Oji-River,Enugu,35_39,0.151621051,5175.911316
3532,Ojo,Lagos,35_39,0.078412334,34771.89844
3533,Oju,Benue,35_39,0.09653793,6898.862656
3534,Oke-Ero,Kwara,35_39,0.158034085,5145.602287
3535,Okehi,Kogi,35_39,0.163062961,10150.26836
3536,Okene,Kogi,35_39,0.139947959,10970.10059
3537,Okigwe,Imo,35_39,0.130860113,8806.806885
3538,Okitipupa,Ondo,35_39,0.088312152,11384.56857
3539,Okobo,Akwa Ibom,35_39,0.072958209,8278.562378
3540,Okpe,Delta,35_39,0.118051751,10874.24329
3541,Okpokwu,Benue,35_39,0.131263482,5912.781921
3542,Okrika,Rivers,35_39,0.075591684,4996.711426
3543,Ola-Oluwa,Osun,35_39,0.093224896,5913.334473
3544,Olamabor,Kogi,35_39,0.13586515,8728.038368
3545,Olorunda,Osun,35_39,0.14771062,10829.17969
3546,Olorunsogo,Oyo,35_39,0.154818724,3976.357864
3547,Oluyole,Oyo,35_39,0.118421995,9425.939819
3548,Omala,Kogi,35_39,0.118533921,4370.730392
3549,Omumma,Rivers,35_39,0.174468539,4294.307373
3550,Ona-Ara,Oyo,35_39,0.126131019,30649.16559
3551,Ondo East,Ondo,35_39,0.073027688,7387.827911
3552,Ondo West,Ondo,35_39,0.094883827,10962.67407
3553,Onicha,Ebonyi,35_39,0.149254154,11745.16284
3554,Onitsha North,Anambra,35_39,0.177092029,15983.94238
3555,Onna,Akwa Ibom,35_39,0.086111163,3507.752197
3556,Oredo Edo,Edo,35_39,0.129740912,6644.787201
3557,Orelope,Oyo,35_39,0.175388041,5731.023567
3558,Orhionmw,Edo,35_39,0.098874929,10377.46987
3559,Ori-Ire,Oyo,35_39,0.136282732,9396.442604
3560,Oriade,Osun,35_39,0.115664195,8529.038086
3561,Orlu,Imo,35_39,0.105393307,8915.389893
3562,Orolu,Osun,35_39,0.162248043,6533.209473
3563,Oron,Akwa Ibom,35_39,0.08432543,2264.388672
3564,Orsu,Imo,35_39,0.13027225,4617.025391
3565,Oru East,Imo,35_39,0.113645532,3084.281006
3566,Oru West,Imo,35_39,0.122642633,4357.26416
3567,Oruk-Ana,Akwa Ibom,35_39,0.078307246,12013.62219
3568,OrumbaNo,Anambra,35_39,0.15471106,7454.49646
3569,OrumbaSo,Anambra,35_39,0.187982692,7113.148926
3570,Ose,Ondo,35_39,0.147925438,6511.591217
3571,Oshimili North,Delta,35_39,0.144011191,6538.93515
3572,Oshimili South,Delta,35_39,0.185308536,11608.71896
3573,Osisioma Ngwa,Abia,35_39,0.20064494,14791.98413
3574,Oturkpo,Benue,35_39,0.142698253,10463.3999
3575,OviaNort,Edo,35_39,0.123662631,5845.360046
3576,OviaSouth-West,Edo,35_39,0.117607082,7255.302704
3577,Owan East,Edo,35_39,0.145100027,6551.147247
3578,OwanWest,Edo,35_39,0.156662041,3811.692001
3579,Owerri North,Imo,35_39,0.107324127,12544.86792
3580,Owerri West,Imo,35_39,0.100617976,6893.780762
3581,Owo,Ondo,35_39,0.171567975,10059.99385
3582,Oye,Ekiti,35_39,0.12406205,7275.329651
3583,Oyi,Anambra,35_39,0.135253359,4745.049805
3584,Oyigbo,Rivers,35_39,0.095288091,9724.973389
3585,Oyo East,Oyo,35_39,0.195562078,9403.060913
3586,Oyo West,Oyo,35_39,0.141771391,3774.636749
3587,Oyun,Kwara,35_39,0.127453791,1980.540985
3588,Paikoro,Niger,35_39,0.146697791,6237.248611
3589,Pankshin,Plateau,35_39,0.138089655,7240.074768
3590,Patani,Delta,35_39,0.131598167,2196.954102
3591,Pategi,Kwara,35_39,0.150895187,3941.874022
3592,Port Harcourt,Rivers,35_39,0.137218624,26514.2644
3593,Potiskum,Yobe,35_39,0.194271505,5805.483948
3594,Qua'anpa,Plateau,35_39,0.118986228,6794.097763
3595,Rabah,Sokoto,35_39,0.224105238,5199.512024
3596,Rafi,Niger,35_39,0.175591769,6972.622684
3597,Rano,Kano,35_39,0.192501278,4234.96524
3598,Remo-North,Ogun,35_39,0.13337336,3816.013062
3599,Rijau,Niger,35_39,0.183648401,5760.000908
3600,Rimi,Katsina,35_39,0.224067634,4980.095917
3601,RiminGad,Kano,35_39,0.17690485,3918.553589
3602,Ringim,Jigawa,35_39,0.1916968,7531.247803
3603,Riyom,Plateau,35_39,0.14886346,5103.608765
3604,Rogo,Kano,35_39,0.229934568,7134.464081
3605,Roni,Jigawa,35_39,0.186423491,1465.632019
3606,Sabon-Ga,Kaduna,35_39,0.180722262,14971.60376
3607,Sabon Birni,Sokoto,35_39,0.229485702,7063.576988
3608,Sabuwa,Katsina,35_39,0.169140093,4791.599655
3609,Safana,Katsina,35_39,0.186779417,6033.775124
3610,Sagbama,Bayelsa,35_39,0.140975071,9349.284088
3611,Sakaba,Kebbi,35_39,0.190000987,3097.029488
3612,Saki East,Oyo,35_39,0.135224284,8216.861504
3613,Saki West,Oyo,35_39,0.137864274,10548.87277
3614,Sandamu,Katsina,35_39,0.224975772,4326.580383
3615,Sanga,Kaduna,35_39,0.145359786,5626.530731
3616,Sapele,Delta,35_39,0.092406707,10173.6994
3617,Sardauna,Taraba,35_39,0.090906542,7566.32167
3618,Shagamu,Ogun,35_39,0.095186789,9316.402283
3619,Shagari,Sokoto,35_39,0.163809543,5362.245125
3620,Shanga,Kebbi,35_39,0.163731265,3805.962639
3621,Shani,Borno,35_39,0.158244113,3541.754669
3622,Shanono,Kano,35_39,0.232640482,3466.1409
3623,Shelleng,Adamawa,35_39,0.141988282,4593.936234
3624,Shendam,Plateau,35_39,0.143172703,8130.420521
3625,Shinkafi,Zamfara,35_39,0.194355324,4194.390366
3626,Shira,Bauchi,35_39,0.136896467,7650.667328
3627,Shiroro,Niger,35_39,0.16772173,8750.360058
3628,Shomgom,Gombe,35_39,0.138048853,6333.228363
3629,Silame,Sokoto,35_39,0.241808276,2706.771851
3630,Soba,Kaduna,35_39,0.191722822,10274.65273
3631,Song,Adamawa,35_39,0.160610217,6652.153811
3632,Southern Ijaw,Bayelsa,35_39,0.104569949,13304.92376
3633,Sule-Tan,Jigawa,35_39,0.213281064,5294.981888
3634,Suleja,Niger,35_39,0.160219651,5176.543701
3635,Sumaila,Kano,35_39,0.185579166,9781.59343
3636,Suru,Kebbi,35_39,0.193924538,4613.425064
3637,Surulere,Lagos,35_39,0.137940979,6700.123505
3638,Surulere,Oyo,35_39,0.137940979,6700.123505
3639,Tafa,Niger,35_39,0.128845751,4931.750977
3640,Tafawa-B,Bauchi,35_39,0.156988485,8455.516876
3641,Takai,Kano,35_39,0.215295783,6883.533264
3642,Takum,Taraba,35_39,0.125382901,4649.102234
3643,Talata-Mafara,Zamfara,35_39,0.18819309,5929.559875
3644,Tambawal,Sokoto,35_39,0.184401623,8267.198227
3645,Tangazar,Sokoto,35_39,0.200468963,4134.432922
3646,Tarka,Benue,35_39,0.121439255,2935.875336
3647,Tarmuwa,Yobe,35_39,0.18696223,2535.626101
3648,Taura,Jigawa,35_39,0.214817648,5498.995544
3649,Teungo,Adamawa,35_39,0.123189343,1937.147653
3650,Tofa,Kano,35_39,0.222649082,2840.368774
3651,Toro,Bauchi,35_39,0.177124707,12825.78384
3652,Toto,Nassarawa,35_39,0.141759417,4892.621319
3653,Tsafe,Zamfara,35_39,0.203361187,8567.370331
3654,Tsanyawa,Kano,35_39,0.230057421,6322.925476
3655,Tundun Wada,Kano,35_39,0.213634629,7936.902168
3656,Tureta,Sokoto,35_39,0.221267093,2335.708771
3657,Udenu,Enugu,35_39,0.106472827,10316.60681
3658,Udi,Enugu,35_39,0.140316045,11235.3709
3659,Udu,Delta,35_39,0.091149517,11312.45435
3660,Udung Uko,Akwa Ibom,35_39,0.0711488,4117.555664
3661,Ughelli North,Delta,35_39,0.066635208,14377.48596
3662,Ughelli South,Delta,35_39,0.098689064,9568.964783
3663,Ugwunagbo,Abia,35_39,0.172783933,6542.439941
3664,Uhunmwonde,Edo,35_39,0.115578526,8699.515961
3665,Ukanafun,Akwa Ibom,35_39,0.069517928,5768.275635
3666,Ukum,Benue,35_39,0.116780909,7088.57016
3667,Ukwa East,Abia,35_39,0.102586371,4557.349182
3668,Ukwa West,Abia,35_39,0.147331284,3717.519165
3669,Ukwuani,Delta,35_39,0.066736814,3981.972229
3670,Umu-Nneochi,Abia,35_39,0.113984289,6923.584961
3671,Umuahia North,Abia,35_39,0.125656635,10733.02417
3672,Umuahia South,Abia,35_39,0.14998442,3369.274414
3673,Ungogo,Kano,35_39,0.207935097,26542.7168
3674,Unuimo,Imo,35_39,0.161867925,5615.860352
3675,Uruan,Akwa Ibom,35_39,0.10921769,5654.496399
3676,UrueOffo,Akwa Ibom,35_39,0.091845134,2164.116699
3677,Ushongo,Benue,35_39,0.122769155,6105.754013
3678,Ussa,Taraba,35_39,0.133306587,2797.818966
3679,Uvwie,Delta,35_39,0.122686947,4741.715332
3680,Uyo,Akwa Ibom,35_39,0.088098937,16022.83252
3681,Uzo-Uwani,Enugu,35_39,0.125882816,4975.196915
3682,Vandeiky,Benue,35_39,0.135762369,8748.925629
3683,Wamakko,Sokoto,35_39,0.149622667,9740.750244
3684,Wamba,Nassarawa,35_39,0.148308606,2436.839386
3685,Warawa,Kano,35_39,0.181315913,6134.68335
3686,Warji,Bauchi,35_39,0.211443352,3957.775803
3687,Warri North,Delta,35_39,0.105909815,7018.87204
3688,Warri South,Delta,35_39,0.102830526,12216.56824
3689,Warri South-West,Delta,35_39,0.111761197,3876.488426
3690,Wase,Plateau,35_39,0.161708853,5365.471945
3691,Wudil,Kano,35_39,0.141578558,7062.051514
3692,Wukari,Taraba,35_39,0.132964965,8739.485989
3693,Wurno,Sokoto,35_39,0.256451686,4627.336212
3694,Wushishi,Niger,35_39,0.157370315,2552.063217
3695,Yabo,Sokoto,35_39,0.154359373,5398.125961
3696,Yagba East,Kogi,35_39,0.132784254,5749.953655
3697,Yagba West,Kogi,35_39,0.126795959,5659.411297
3698,Yakurr,Cross River,35_39,0.137291552,9626.999207
3699,Yala Cross,Cross River,35_39,0.113387353,7995.166214
3700,Yamaltu,Gombe,35_39,0.189956906,8473.568962
3701,Yankwashi,Jigawa,35_39,0.170472647,5021.384033
3702,Yauri,Kebbi,35_39,0.171487273,2641.219551
3703,Yenegoa,Bayelsa,35_39,0.113094276,16162.80133
3704,Yola North,Adamawa,35_39,0.129199656,8093.804199
3705,Yola South,Adamawa,35_39,0.140638928,9367.266403
3706,Yorro,Taraba,35_39,0.119249492,4138.261337
3707,Yunusari,Yobe,35_39,0.204109205,4215.044315
3708,Yusufari,Yobe,35_39,0.204348085,3564.910696
3709,Zaki,Bauchi,35_39,0.153653503,7719.153358
3710,Zango,Katsina,35_39,0.171411107,5099.902374
3711,ZangonKa,Kaduna,35_39,0.166250164,12588.66931
3712,Zaria,Kaduna,35_39,0.18923874,6895.087036
3713,Zing,Taraba,35_39,0.119503487,3614.110504
3714,Zurmi,Zamfara,35_39,0.197606294,10773.60778
3715,Zuru,Kebbi,35_39,0.189129008,6191.619507
3716,Aba North,Abia,40_44,0.029856801,16902.30273
3717,Abadam,Borno,40_44,0.134149604,2090.453575
3718,Abaji,Federal Capital Territory,40_44,0.056423909,3017.231918
3719,Abak,Akwa Ibom,40_44,0.018550199,6971.636475
3720,Abakalik,Ebonyi,40_44,0.032659681,5700.801758
3721,Abeokuta South,Ogun,40_44,0.017486026,7275.206543
3722,AbeokutaNorth,Ogun,40_44,0.051900315,8318.460846
3723,Abi,Cross River,40_44,0.023276072,5245.982788
3724,Aboh-Mba,Imo,40_44,0.037833631,2600.996826
3725,Abua/Odu,Rivers,40_44,0.018902045,10075.42542
3726,AbujaMun,Federal Capital Territory,40_44,0.090342774,49850.70639
3727,Adavi,Kogi,40_44,0.043359536,3672.769913
3728,Ado,Benue,40_44,0.04138979,5548.658112
3729,Ado-Ekiti,Ekiti,40_44,0.023471895,12039.62671
3730,AdoOdo/Ota,Ogun,40_44,0.045739458,17575.04858
3731,Afijio,Oyo,40_44,0.032445585,5533.811188
3732,Afikpo,Ebonyi,40_44,0.032712687,6053.819214
3733,AfikpoSo,Ebonyi,40_44,0.043529117,6156.389404
3734,Agaie,Niger,40_44,0.070889815,4013.953064
3735,Agatu,Benue,40_44,0.078601169,3787.010239
3736,Aguata,Anambra,40_44,0.060368096,16217.97217
3737,Agwara,Niger,40_44,0.099590338,1873.137163
3738,Ahizu-Mb,Imo,40_44,0.044730914,6370.744141
3739,Ahoada East,Rivers,40_44,0.075364662,6893.513672
3740,Ahoada West,Rivers,40_44,0.075043743,10349.56177
3741,Ajaokuta,Kogi,40_44,0.046856195,4075.625908
3742,Ajingi,Kano,40_44,0.097554857,5308.487183
3743,Akamkpa,Cross River,40_44,0.02902021,6651.699131
3744,Akinyele,Oyo,40_44,0.029193121,5953.64978
3745,Akko,Gombe,40_44,0.102855679,13815.08094
3746,Akoko-Ed,Edo,40_44,0.047705593,11424.61595
3747,Akoko North-East,Ondo,40_44,0.024633567,8279.041077
3748,Akoko South-East,Ondo,40_44,0.04284916,2459.993164
3749,Akoko South-West,Ondo,40_44,0.021282777,8507.627991
3750,AkokoNorthWest,Ondo,40_44,0.018669853,7940.143158
3751,Akpabuyo,Cross River,40_44,0.007831606,10397.85909
3752,Akukutor,Rivers,40_44,0.017246341,4298.585205
3753,Akure North,Ondo,40_44,0.02095306,11185.57893
3754,Akure South,Ondo,40_44,0.022854212,7519.508789
3755,Akwanga,Nassarawa,40_44,0.093194844,3322.350555
3756,Albasu,Kano,40_44,0.089986228,5462.892883
3757,Aleiro,Kebbi,40_44,0.06492875,2977.832489
3758,Alimosho,Lagos,40_44,0.023859542,9605.341797
3759,Alkaleri,Bauchi,40_44,0.108472891,9731.662727
3760,Amuwo Odofin,Lagos,40_44,0.046231946,65379.62793
3761,Anambra East,Anambra,40_44,0.057345432,6329.922852
3762,Anambra West,Anambra,40_44,0.095585277,5537.53421
3763,Anaocha,Anambra,40_44,0.071969588,8947.524414
3764,Aninri,Enugu,40_44,0.040648958,5932.129639
3765,AniochaN,Delta,40_44,0.056967972,5774.468552
3766,AniochaS,Delta,40_44,0.056892327,5026.791153
3767,Anka,Zamfara,40_44,0.100767963,4492.124512
3768,Ankpa,Kogi,40_44,0.044380355,7697.935593
3769,Apa,Benue,40_44,0.053941001,2939.468262
3770,Apapa,Lagos,40_44,0.049063894,14759.57031
3771,Ardo-Kola,Taraba,40_44,0.08055016,3048.87174
3772,Arewa,Kebbi,40_44,0.109050541,5653.635876
3773,Argungu,Kebbi,40_44,0.119401275,6235.391052
3774,Arochukw,Abia,40_44,0.043312854,4910.230469
3775,Asa,Kwara,40_44,0.053489931,3648.897018
3776,Asari-To,Rivers,40_44,0.005170036,6998.098755
3777,Askira/U,Borno,40_44,0.106582045,4921.820236
3778,Atakumosa East,Osun,40_44,0.022361081,3316.256531
3779,Atakumosa West,Osun,40_44,0.04183608,5736.865479
3780,Atiba,Oyo,40_44,0.055228209,4958.162666
3781,Atisbo,Oyo,40_44,0.054434981,4825.869999
3782,Augie,Kebbi,40_44,0.159442859,5463.555321
3783,Auyo,Jigawa,40_44,0.081315045,5927.858002
3784,Awe,Nassarawa,40_44,0.076740794,3585.501791
3785,Awgu,Enugu,40_44,0.03702001,6576.88916
3786,AwkaNort,Anambra,40_44,0.051683653,5546.988159
3787,AwkaSout,Anambra,40_44,0.02826251,9393.428223
3788,Ayamelum,Anambra,40_44,0.059703402,5680.931915
3789,Ayedaade,Osun,40_44,0.077019995,6174.057129
3790,Ayedire,Osun,40_44,0.050839847,2728.533386
3791,Babura,Jigawa,40_44,0.149881186,6872.124176
3792,Badagary,Lagos,40_44,0.048029801,9235.150391
3793,Bade,Yobe,40_44,0.142918381,4829.862778
3794,Bagudo,Kebbi,40_44,0.081468918,8025.854773
3795,Bagwai,Kano,40_44,0.120007945,5544.849243
3796,Bakori,Katsina,40_44,0.135220698,5444.325287
3797,Bakura,Zamfara,40_44,0.091908701,6580.521091
3798,Balanga,Gombe,40_44,0.108990335,5964.435066
3799,Bali,Taraba,40_44,0.085732855,6262.227604
3800,Bama,Borno,40_44,0.115652148,9578.082305
3801,Barkin Ladi,Plateau,40_44,0.062304941,6480.423172
3802,Baruten,Kwara,40_44,0.063697704,6533.327684
3803,Bassa,Kogi,40_44,0.062311372,10696.00231
3804,Bassa,Plateau,40_44,0.062311372,10696.00231
3805,Batagarawa,Katsina,40_44,0.088310586,7926.038696
3806,Batsari,Katsina,40_44,0.096439962,5900.951675
3807,Bauchi,Bauchi,40_44,0.088678912,15001.68808
3808,Baure,Katsina,40_44,0.144843066,4708.693695
3809,Bayo,Borno,40_44,0.093451151,2252.643326
3810,Bebeji,Kano,40_44,0.09605174,7160.563477
3811,Bekwarra,Cross River,40_44,0.090967361,4228.598022
3812,Bende,Abia,40_44,0.021099487,7445.343628
3813,Biase,Cross River,40_44,0.074925135,5671.805939
3814,Bichi,Kano,40_44,0.156908307,8346.76062
3815,Bida,Niger,40_44,0.046854653,2716.694824
3816,Billiri,Gombe,40_44,0.121895074,6529.727646
3817,Bindawa,Katsina,40_44,0.101986018,4382.938171
3818,Binji,Sokoto,40_44,0.091513523,3106.207199
3819,Biriniwa,Jigawa,40_44,0.133509631,5319.32692
3820,Birnin-G,Kaduna,40_44,0.096111814,8413.486404
3821,Birnin-Magaji/Kiyaw,Zamfara,40_44,0.139255523,6112.488495
3822,BirninKe,Kebbi,40_44,0.081368728,8355.188187
3823,BirninKu,Jigawa,40_44,0.099902408,11683.92685
3824,Biu,Borno,40_44,0.083832787,5615.942471
3825,Bodinga,Sokoto,40_44,0.09473906,4794.510452
3826,Bogoro,Bauchi,40_44,0.065559583,2515.417862
3827,Boki,Cross River,40_44,0.057642471,7387.83782
3828,Bokkos,Plateau,40_44,0.07549981,4698.203938
3829,Boluwaduro,Osun,40_44,0.022750258,1699.064209
3830,Bomadi,Delta,40_44,0.027630548,2285.734619
3831,Bonny,Rivers,40_44,0.011660401,6981.772095
3832,Borgu,Niger,40_44,0.082200743,5321.993731
3833,Boripe,Osun,40_44,0.037988141,3548.82666
3834,Borsari,Yobe,40_44,0.115912397,3739.19178
3835,Bosso,Niger,40_44,0.061167571,4023.891163
3836,Brass,Bayelsa,40_44,0.032577959,6964.006523
3837,Buji,Jigawa,40_44,0.131740612,2969.599731
3838,Bukkuyum,Zamfara,40_44,0.086562136,6229.263748
3839,Bungudu,Zamfara,40_44,0.100484237,10277.86914
3840,Bunkure,Kano,40_44,0.105970616,8139.702148
3841,Bunza,Kebbi,40_44,0.097840668,3746.348785
3842,Buruku,Benue,40_44,0.040954264,5231.751785
3843,Burutu,Delta,40_44,0.058131687,10437.91032
3844,Bwari,Federal Capital Territory,40_44,0.084053918,14901.65746
3845,Calabar,Cross River,40_44,0.00531625,5673.869263
3846,Calabar South,Cross River,40_44,0.007558334,2093.251465
3847,Chanchaga,Niger,40_44,0.074303813,6410.736816
3848,Charanchi,Katsina,40_44,0.122546241,4361.323669
3849,Chibok,Borno,40_44,0.10073158,1760.109646
3850,Chikun,Kaduna,40_44,0.092841172,18257.30565
3851,Dala,Kano,40_44,0.062938713,21797.05469
3852,Damaturu,Yobe,40_44,0.102231667,2229.160132
3853,Damban,Bauchi,40_44,0.124568304,4840.726608
3854,Dambatta,Kano,40_44,0.131047897,8121.67395
3855,Damboa,Borno,40_44,0.108397115,7427.813179
3856,Dandi,Kebbi,40_44,0.065404144,5066.218983
3857,Dandume,Katsina,40_44,0.078928631,3961.352295
3858,Dange-Shuni,Sokoto,40_44,0.10969326,5322.638321
3859,Danja,Katsina,40_44,0.159776489,2293.605682
3860,Danko Wasagu,Kebbi,40_44,0.082405977,7819.032978
3861,Danmusa,Katsina,40_44,0.132453846,3392.961487
3862,Darazo,Bauchi,40_44,0.10902584,7792.33181
3863,Dass,Bauchi,40_44,0.071749968,2889.540924
3864,Daura,Katsina,40_44,0.130315504,7497.81958
